side,path,package,classification,target,content_available,methods,fields,static_tokens,empty_blocks,swallowed_catches,packet,asset,risk,imports
SERVER,nbproject/genfiles.properties,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,nbproject/private/private.properties,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,nbproject/private/private.xml,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,nbproject/project.properties,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,nbproject/project.xml,nbproject,PLATFORM_SPECIFIC,lib/core or explicit NOT_REQUIRED decision,YES,0,0,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/Cache.java,Cache.java,SERVER_REFERENCE,Reference only; no direct Dart port,YES,5,0,1,0,0,YES,NO,HIGH,"com.google.gson.Gson, java.io.ByteArrayInputStream, java.io.DataInputStream, java.util.ArrayList, java.util.HashMap, mobiarmy.server.DBManager, mobiarmy.server.GameData"
SERVER,src/mobiarmy/MobiArmy.java,MobiArmy.java,SERVER_REFERENCE,Reference only; no direct Dart port,YES,5,6,1,0,0,NO,NO,LOW,"java.awt.event.ActionEvent, mobiarmy.server.Server"
SERVER,src/mobiarmy/Test.java,Test.java,SERVER_REFERENCE,Reference only; no direct Dart port,YES,6,3,1,0,0,NO,YES,MEDIUM,"java.awt.image.BufferedImage, java.io.File, java.io.IOException, javax.imageio.ImageIO, mobiarmy.server.GameData"
SERVER,src/mobiarmy/Util.java,Util.java,SERVER_REFERENCE,Reference only; no direct Dart port,YES,8,0,6,0,0,NO,NO,MEDIUM,java.util.concurrent.ThreadLocalRandom
SERVER,src/mobiarmy/io/IMessageHandler.java,io,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,0,0,0,0,0,YES,NO,HIGH,
SERVER,src/mobiarmy/io/Message.java,io,SERVER_REFERENCE,Reference only; no direct Dart port,YES,10,5,0,1,0,YES,NO,HIGH,"java.io.ByteArrayInputStream, java.io.ByteArrayOutputStream, java.io.DataInputStream, java.io.DataOutputStream"
SERVER,src/mobiarmy/io/Write.java,io,SERVER_REFERENCE,Reference only; no direct Dart port,YES,4,2,0,0,0,NO,NO,LOW,"java.io.ByteArrayOutputStream, java.io.DataOutputStream"
SERVER,src/mobiarmy/server/Bot.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,57,12,9,0,0,NO,NO,MEDIUM,"java.util.ArrayList, java.util.HashMap, mobiarmy.Util, mobiarmy.war.Boss.bullet.BulletTrajectory, mobiarmy.war.PathSimulator, mobiarmy.war.Player, mobiarmy.war.RoomInfo, mobiarmy.war.RoomWait"
SERVER,src/mobiarmy/server/Caption.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,1,3,2,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Confirm.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,31,4,1,0,0,NO,NO,LOW,mobiarmy.Util
SERVER,src/mobiarmy/server/ControlHandler.java,server,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,70,2,3,0,0,YES,NO,HIGH,"java.io.IOException, java.sql.SQLException, java.util.ArrayList, java.util.HashSet, mobiarmy.Util, mobiarmy.io.Message, mobiarmy.server.DBManager.DataRow, org.mindrot.jbcrypt.BCrypt"
SERVER,src/mobiarmy/server/DBManager.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,28,1,1,0,0,NO,NO,LOW,"com.zaxxer.hikari.HikariConfig, com.zaxxer.hikari.HikariDataSource, java.sql.Connection, java.sql.PreparedStatement, java.sql.ResultSet, java.sql.ResultSetMetaData, java.sql.SQLException, java.sql.Statement"
SERVER,src/mobiarmy/server/Equip.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,20,27,5,0,0,NO,NO,LOW,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList, java.util.HashMap"
SERVER,src/mobiarmy/server/Exp.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,8,3,5,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/GameData.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,31,5,20,1,1,NO,YES,HIGH,"java.awt.image.BufferedImage, java.io.File, java.io.FileInputStream, java.io.IOException, java.io.ByteArrayOutputStream, java.util.HashMap, javax.imageio.ImageIO"
SERVER,src/mobiarmy/server/Glass.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,22,19,2,0,0,NO,NO,LOW,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Item.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,4,7,3,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/LinhTinh.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,5,10,3,1,0,NO,NO,MEDIUM,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Map.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,4,17,3,0,0,NO,NO,LOW,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/MapBoss.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,1,3,2,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/MessageHandler.java,server,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,30,11,0,2,2,YES,NO,HIGH,"java.io.DataInputStream, java.io.DataOutputStream, java.io.IOException, java.util.ArrayList, java.util.List, java.util.concurrent.TimeUnit, mobiarmy.io.Message"
SERVER,src/mobiarmy/server/Mission.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,5,12,3,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Pack.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,3,3,2,0,0,YES,NO,HIGH,"java.io.ByteArrayOutputStream, java.io.DataOutputStream, java.io.IOException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Select.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,16,5,1,0,0,NO,NO,LOW,java.util.ArrayList
SERVER,src/mobiarmy/server/Server.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,23,8,6,2,2,YES,NO,HIGH,"java.io.IOException, java.net.ServerSocket, java.sql.SQLException, java.util.ArrayList, java.util.concurrent.TimeUnit, mobiarmy.io.Message, mobiarmy.war.MapData, mobiarmy.war.Player"
SERVER,src/mobiarmy/server/ServerManager.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,NO,0,0,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/server/Session.java,server,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,12,9,0,1,1,YES,NO,HIGH,"java.io.IOException, java.net.Socket, java.util.concurrent.TimeUnit, mobiarmy.io.Message"
SERVER,src/mobiarmy/server/SessionHandler.java,server,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,141,2,2,82,82,YES,YES,HIGH,"java.io.IOException, java.util.ArrayList, mobiarmy.Util, mobiarmy.io.Message, mobiarmy.io.Write"
SERVER,src/mobiarmy/server/SessionManager.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,52,5,20,0,0,YES,NO,HIGH,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList, java.util.HashMap"
SERVER,src/mobiarmy/server/ShopEquipment.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,4,0,3,0,0,NO,NO,LOW,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/ShopLinhTinh.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,4,0,3,0,0,NO,NO,LOW,"java.sql.SQLException, java.util.ArrayList"
SERVER,src/mobiarmy/server/Text.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,1,0,1,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/server/User.java,server,SERVER_REFERENCE,Reference only; no direct Dart port,YES,228,24,1,1,0,YES,NO,HIGH,"java.util.ArrayList, java.util.Collections, java.util.HashMap, mobiarmy.Util, mobiarmy.war.RoomInfo, mobiarmy.war.RoomWait"
SERVER,src/mobiarmy/war/Boss/BigBoom.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,10,0,0,0,0,NO,NO,LOW,"mobiarmy.Util, mobiarmy.war.Boss.bullet.BulletTrajectory, mobiarmy.war.Player, mobiarmy.war.Room"
SERVER,src/mobiarmy/war/Boss/Boss.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,12,3,0,1,0,YES,NO,HIGH,"java.util.ArrayList, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/GiftBox.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,1,0,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/war/Boss/GiftBox2.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,1,0,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/war/Boss/Robot.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,8,0,0,0,0,NO,NO,LOW,"mobiarmy.Util, mobiarmy.server.GameData, mobiarmy.war.Boss.bullet.BulletTrajectory, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/RobotSpider.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,9,0,0,1,0,NO,NO,MEDIUM,"java.util.ArrayList, mobiarmy.Util, mobiarmy.war.Boss.bullet.BulletTrajectory, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/SmallBoom.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,7,0,0,0,0,NO,NO,LOW,mobiarmy.war.Player
SERVER,src/mobiarmy/war/Boss/Trex.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,9,0,0,0,0,NO,NO,LOW,"mobiarmy.Util, mobiarmy.war.Boss.bullet.BulletTrajectory, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/Ufo.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,14,1,0,0,0,NO,NO,LOW,"mobiarmy.Util, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/AddBoomBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ApacheBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,2,0,0,0,NO,NO,LOW,"mobiarmy.server.GameData, mobiarmy.war.Gun"
SERVER,src/mobiarmy/war/Boss/bullet/BicycleBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/BigBoomBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/BigLaserBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/BigRocketBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,5,1,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/BomBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,4,2,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/Bullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,27,36,0,0,0,NO,NO,LOW,"java.util.ArrayList, mobiarmy.server.GameData, mobiarmy.war.Gun, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/BulletTrajectory.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,12,17,0,0,0,NO,NO,LOW,"java.util.ArrayList, mobiarmy.war.Gun, mobiarmy.war.MapData, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/ChickyBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/FlyPortBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemB52Bullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemBlindBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemBomBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemEarthHole2Bullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,1,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemEarthHoleBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,5,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemFreezeBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemLandBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemLaserBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemMeteorBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemMouseBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,11,1,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemNoCollisionMap.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,7,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemPoisonBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemRainBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,5,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemRocketBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemSilkBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemSilkBullet2.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemSuicideBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemTeleportBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemTeleportBullet2.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/ItemTimeBombBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.TimeBomb"
SERVER,src/mobiarmy/war/Boss/bullet/ItemTornadoBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.Tornado"
SERVER,src/mobiarmy/war/Boss/bullet/ItemUfo.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,16,1,0,0,0,NO,NO,LOW,"mobiarmy.war.Boss.Boss, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/ItemUfoBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,2,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/MirrorBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,9,0,0,0,0,NO,YES,MEDIUM,"java.awt.Color, java.awt.Graphics, java.awt.image.BufferedImage, java.io.File, java.io.IOException, javax.imageio.ImageIO, mobiarmy.server.GameData, mobiarmy.war.Gun"
SERVER,src/mobiarmy/war/Boss/bullet/RocketExpBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,5,2,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/SmallBoomBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Boss/bullet/TarzanBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,5,2,0,0,0,NO,NO,LOW,mobiarmy.war.Gun
SERVER,src/mobiarmy/war/Boss/bullet/UfoLaserBullet.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,11,0,0,0,0,NO,NO,LOW,"mobiarmy.war.Gun, mobiarmy.war.Player"
SERVER,src/mobiarmy/war/Gun.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,6,19,0,0,0,NO,NO,LOW,"java.util.ArrayList, java.util.HashSet, mobiarmy.server.GameData"
SERVER,src/mobiarmy/war/MapData.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,258,41,2,2,1,NO,YES,HIGH,"java.awt.image.BufferedImage, java.io.File, java.io.IOException, java.util.ArrayList, java.util.Arrays, javax.imageio.ImageIO, mobiarmy.Util, mobiarmy.server.GameData"
SERVER,src/mobiarmy/war/PathSimulator.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,9,5,0,0,0,NO,NO,LOW,java.util.ArrayList
SERVER,src/mobiarmy/war/Player.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,96,57,0,2,0,NO,NO,MEDIUM,"java.util.ArrayList, mobiarmy.Util, mobiarmy.server.User, mobiarmy.war.Boss.bullet.Bullet, mobiarmy.war.Boss.bullet.BulletTrajectory"
SERVER,src/mobiarmy/war/Poison.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,1,2,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/war/Room.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,2,9,6,0,0,NO,NO,MEDIUM,"java.sql.SQLException, java.util.ArrayList, mobiarmy.server.DBManager, mobiarmy.server.Server"
SERVER,src/mobiarmy/war/RoomInfo.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,17,16,8,0,0,NO,NO,MEDIUM,"com.google.gson.Gson, java.sql.SQLException, java.util.ArrayList, mobiarmy.server.DBManager, mobiarmy.server.Server"
SERVER,src/mobiarmy/war/RoomWait.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,122,21,1,0,0,NO,NO,LOW,"java.io.IOException, java.util.ArrayList, mobiarmy.Util, mobiarmy.server.Bot, mobiarmy.server.Map, mobiarmy.server.SessionManager, mobiarmy.server.User"
SERVER,src/mobiarmy/war/TimeBomb.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,4,8,0,0,0,NO,NO,LOW,
SERVER,src/mobiarmy/war/Tornado.java,war,SERVER_AUTHORITATIVE,Reference only; no direct Dart port,YES,3,7,0,0,0,NO,NO,LOW,
